P_A,P_B,P_C,sigA,sigB,sigC,count,n_min,n_max,top_e (bis 5)
445,133,649,5·89,7·19,11·59,1,499343845,499343845,13×1
445,301,517,5·89,7·43,11·47,1,900244345,900244345,13×1
445,133,781,5·89,7·19,11·71,1,600905305,600905305,13×1
445,133,913,5·89,7·19,11·83,1,702466765,702466765,13×1
445,133,1081,5·89,7·19,23·47,1,831726805,831726805,13×1
445,133,1177,5·89,7·19,11·107,1,905589685,905589685,13×1
25,49,33373,5·5,7·7,23·1451,1,531465025,531465025,13×1
25,49,33277,5·5,7·7,107·311,1,529936225,529936225,13×1
445,217,517,5·89,7·31,11·47,1,649013365,649013365,13×1
445,217,529,5·89,7·31,23·23,1,664077505,664077505,13×1
445,217,649,5·89,7·31,11·59,1,814718905,814718905,13×1
445,217,781,5·89,7·31,11·71,1,980424445,980424445,13×1
25,49,33253,5·5,7·7,11·3023,1,529554025,529554025,13×1
445,49,2497,5·89,7·7,11·227,1,707812105,707812105,13×1
445,49,2461,5·89,7·7,23·107,1,697607365,697607365,13×1
445,49,2209,5·89,7·7,47·47,1,626174185,626174185,13×1
445,49,2101,5·89,7·7,11·191,1,595559965,595559965,13×1
289,1501,121,17·17,19·79,11·11,1,682350097,682350097,13×1
289,1561,121,17·17,7·223,11·11,1,709625917,709625917,13×1
289,1849,121,17·17,43·43,11·11,1,840549853,840549853,13×1
289,1897,121,17·17,7·271,11·11,1,862370509,862370509,13×1
289,1957,121,17·17,19·103,11·11,1,889646329,889646329,13×1
289,1981,121,17·17,7·283,11·11,1,900556657,900556657,13×1
289,2077,121,17·17,31·67,11·11,1,944197969,944197969,13×1
289,2149,121,17·17,7·307,11·11,1,976928953,976928953,13×1
25,49,34777,5·5,7·7,83·419,1,553823725,553823725,13×1
25,49,34753,5·5,7·7,23·1511,1,553441525,553441525,13×1
25,49,34633,5·5,7·7,59·587,1,551530525,551530525,13×1
25,49,34477,5·5,7·7,23·1499,1,549046225,549046225,13×1
25,49,34453,5·5,7·7,131·263,1,548664025,548664025,13×1
25,49,34309,5·5,7·7,11·3119,1,546370825,546370825,13×1
25,49,34201,5·5,7·7,23·1487,1,544650925,544650925,13×1
25,49,34189,5·5,7·7,179·191,1,544459825,544459825,13×1
25,49,34009,5·5,7·7,71·479,1,541593325,541593325,13×1
445,49,1357,5·89,7·7,23·59,1,384662005,384662005,13×1
445,49,1441,5·89,7·7,11·131,1,408473065,408473065,13×1
445,49,1633,5·89,7·7,23·71,1,462898345,462898345,13×1
445,49,1837,5·89,7·7,11·167,1,520725205,520725205,13×1
445,49,1909,5·89,7·7,23·83,1,541134685,541134685,13×1
445,49,1969,5·89,7·7,11·179,1,558142585,558142585,13×1
445,301,253,5·89,7·43,11·23,1,440545105,440545105,13×1
445,301,529,5·89,7·43,23·23,1,921139765,921139765,13×1
289,1393,121,17·17,7·199,11·11,1,633253621,633253621,13×1
493,49,2773,17·29,7·7,47·59,1,870835693,870835693,13×1
493,49,1441,17·29,7·7,11·131,1,452533081,452533081,13×1
493,49,1633,17·29,7·7,23·71,1,512828953,512828953,13×1
493,49,1837,17·29,7·7,11·167,1,576893317,576893317,13×1
493,49,1909,17·29,7·7,23·83,1,599504269,599504269,13×1
493,49,1969,17·29,7·7,11·179,1,618346729,618346729,13×1
493,49,2101,17·29,7·7,11·191,1,659800141,659800141,13×1
493,49,2209,17·29,7·7,47·47,1,693716569,693716569,13×1
493,49,2461,17·29,7·7,23·107,1,772854901,772854901,13×1
493,49,2497,17·29,7·7,11·227,1,784160377,784160377,13×1
493,49,2629,17·29,7·7,11·239,1,825613789,825613789,13×1
493,49,2761,17·29,7·7,11·251,1,867067201,867067201,13×1
493,49,2893,17·29,7·7,11·263,1,908520613,908520613,13×1
25,49,33217,5·5,7·7,59·563,1,528980725,528980725,13×1
493,49,3013,17·29,7·7,23·131,1,946205533,946205533,13×1
25,49,32101,5·5,7·7,47·683,1,511208425,511208425,13×1
25,49,32041,5·5,7·7,179·179,1,510252925,510252925,13×1
493,133,517,17·29,7·19,11·47,1,440689249,440689249,13×1
493,133,529,17·29,7·19,23·23,1,450918013,450918013,13×1
493,133,649,17·29,7·19,11·59,1,553205653,553205653,13×1
493,133,781,17·29,7·19,11·71,1,665722057,665722057,13×1
493,133,913,17·29,7·19,11·83,1,778238461,778238461,13×1
493,133,1081,17·29,7·19,23·47,1,921441157,921441157,13×1
25,49,31933,5·5,7·7,11·2903,1,508533025,508533025,13×1
493,217,253,17·29,7·31,11·23,1,351860509,351860509,13×1
493,49,1357,17·29,7·7,23·59,1,426153637,426153637,13×1
493,49,1177,17·29,7·7,11·107,1,369626257,369626257,13×1
25,49,32197,5·5,7·7,11·2927,1,512737225,512737225,13×1
25,49,32329,5·5,7·7,11·2939,1,514839325,514839325,13×1
445,361,253,5·89,19·19,11·23,1,528361405,528361405,13×1
25,49,33157,5·5,7·7,71·467,1,528025225,528025225,13×1
445,469,253,5·89,7·67,11·23,1,686430745,686430745,13×1
445,553,121,5·89,7·79,11·11,1,387091705,387091705,13×1
445,553,253,5·89,7·79,11·23,1,809373565,809373565,13×1
445,589,121,5·89,19·31,11·11,1,412291165,412291165,13×1
445,589,253,5·89,19·31,11·23,1,862063345,862063345,13×1
445,721,121,5·89,7·103,11·11,1,504689185,504689185,13×1
445,817,121,5·89,19·43,11·11,1,571887745,571887745,13×1
445,889,121,5·89,7·127,11·11,1,622286665,622286665,13×1
445,961,121,5·89,31·31,11·11,1,672685585,672685585,13×1
445,973,121,5·89,7·139,11·11,1,681085405,681085405,13×1
445,1057,121,5·89,7·151,11·11,1,739884145,739884145,13×1
445,1141,121,5·89,7·163,11·11,1,798682885,798682885,13×1
445,1273,121,5·89,19·67,11·11,1,891080905,891080905,13×1
445,1333,121,5·89,31·43,11·11,1,933080005,933080005,13×1
445,1393,121,5·89,7·199,11·11,1,975079105,975079105,13×1
25,49,33121,5·5,7·7,11·3011,1,527451925,527451925,13×1
25,49,33097,5·5,7·7,23·1439,1,527069725,527069725,13×1
25,49,32989,5·5,7·7,11·2999,1,525349825,525349825,13×1
25,49,32881,5·5,7·7,131·251,1,523629925,523629925,13×1
25,49,32821,5·5,7·7,23·1427,1,522674425,522674425,13×1
25,49,32593,5·5,7·7,11·2963,1,519043525,519043525,13×1
289,1477,121,17·17,7·211,11·11,1,671439769,671439769,13×1
289,1333,121,17·17,31·43,11·11,1,605977801,605977801,13×1
265,1849,121,5·53,43·43,11·11,1,770746405,770746405,13×1
289,49,4189,17·17,7·7,59·71,1,771165577,771165577,13×1
289,49,2773,17·17,7·7,47·59,1,510489889,510489889,13×1
289,49,2893,17·17,7·7,11·263,1,532581049,532581049,13×1
289,49,3013,17·17,7·7,23·131,1,554672209,554672209,13×1
289,49,3337,17·17,7·7,47·71,1,614318341,614318341,13×1
289,49,3421,17·17,7·7,11·311,1,629782153,629782153,13×1
289,49,3481,17·17,7·7,59·59,1,640827733,640827733,13×1
289,49,3817,17·17,7·7,11·347,1,702682981,702682981,13×1
289,49,3841,17·17,7·7,23·167,1,707101213,707101213,13×1
289,49,3901,17·17,7·7,47·83,1,718146793,718146793,13×1
289,49,3949,17·17,7·7,11·359,1,726983257,726983257,13×1
289,49,4117,17·17,7·7,23·179,1,757910881,757910881,13×1
289,49,4213,17·17,7·7,11·383,1,775583809,775583809,13×1
25,49,36409,5·5,7·7,23·1583,1,579813325,579813325,13×1
289,49,4393,17·17,7·7,23·191,1,808720549,808720549,13×1
289,49,4609,17·17,7·7,11·419,1,848484637,848484637,13×1
289,49,4741,17·17,7·7,11·431,1,872784913,872784913,13×1
289,49,4873,17·17,7·7,11·443,1,897085189,897085189,13×1
289,49,4897,17·17,7·7,59·83,1,901503421,901503421,13×1
289,49,5029,17·17,7·7,47·107,1,925803697,925803697,13×1
289,49,5041,17·17,7·7,71·71,1,928012813,928012813,13×1
289,49,5137,17·17,7·7,11·467,1,945685741,945685741,13×1
289,49,5221,17·17,7·7,23·227,1,961149553,961149553,13×1
289,49,5269,17·17,7·7,11·479,1,969986017,969986017,13×1
289,49,5401,17·17,7·7,11·491,1,994286293,994286293,13×1
289,49,2761,17·17,7·7,11·251,1,508280773,508280773,13×1
289,49,2629,17·17,7·7,11·239,1,483980497,483980497,13×1
289,49,2497,17·17,7·7,11·227,1,459680221,459680221,13×1
289,49,2461,17·17,7·7,23·107,1,453052873,453052873,13×1
265,1897,121,5·53,7·271,11·11,1,790754965,790754965,13×1
265,1957,121,5·53,19·103,11·11,1,815765665,815765665,13×1
265,1981,121,5·53,7·283,11·11,1,825769945,825769945,13×1
265,2077,121,5·53,31·67,11·11,1,865787065,865787065,13×1
265,2149,121,5·53,7·307,11·11,1,895799905,895799905,13×1
265,2317,121,5·53,7·331,11·11,1,965829865,965829865,13×1
25,49,38341,5·5,7·7,23·1667,1,610580425,610580425,13×1
25,49,38173,5·5,7·7,59·647,1,607905025,607905025,13×1
25,49,38137,5·5,7·7,11·3467,1,607331725,607331725,13×1
25,49,37909,5·5,7·7,167·227,1,603700825,603700825,13×1
25,49,37477,5·5,7·7,11·3407,1,596821225,596821225,13×1
25,49,37237,5·5,7·7,23·1619,1,592999225,592999225,13×1
25,49,37129,5·5,7·7,107·347,1,591279325,591279325,13×1
205,2449,121,5·41,31·79,11·11,1,789716785,789716785,13×1
25,49,36961,5·5,7·7,23·1607,1,588603925,588603925,13×1
25,49,36949,5·5,7·7,11·3359,1,588412825,588412825,13×1
25,49,36817,5·5,7·7,11·3347,1,586310725,586310725,13×1
25,49,36769,5·5,7·7,83·443,1,585546325,585546325,13×1
25,49,36553,5·5,7·7,11·3323,1,582106525,582106525,13×1
289,49,1909,17·17,7·7,23·83,1,351433537,351433537,13×1
289,49,1969,17·17,7·7,11·179,1,362479117,362479117,13×1
289,49,2101,17·17,7·7,11·191,1,386779393,386779393,13×1
289,49,2209,17·17,7·7,47·47,1,406661437,406661437,13×1
25,49,36481,5·5,7·7,191·191,1,580959925,580959925,13×1
25,49,36289,5·5,7·7,11·3299,1,577902325,577902325,13×1
289,1273,121,17·17,19·67,11·11,1,578701981,578701981,13×1
289,589,253,17·17,19·31,11·23,1,559856869,559856869,13×1
25,49,35101,5·5,7·7,11·3191,1,558983425,558983425,13×1
289,361,517,17·17,19·19,11·47,1,701195209,701195209,13×1
289,361,529,17·17,19·19,23·23,1,717470533,717470533,13×1
289,361,649,17·17,19·19,11·59,1,880223773,880223773,13×1
25,49,35029,5·5,7·7,23·1523,1,557836825,557836825,13×1
289,469,253,17·17,7·67,11·23,1,445794349,445794349,13×1
289,469,517,17·17,7·67,11·47,1,910971061,910971061,13×1
289,469,529,17·17,7·67,23·23,1,932115457,932115457,13×1
25,49,34921,5·5,7·7,47·743,1,556116925,556116925,13×1
289,553,253,17·17,7·79,11·23,1,525638113,525638113,13×1
25,49,34861,5·5,7·7,71·491,1,555161425,555161425,13×1
25,49,34837,5·5,7·7,11·3167,1,554779225,554779225,13×1
25,49,36133,5·5,7·7,23·1571,1,575418025,575418025,13×1
289,721,253,17·17,7·103,11·23,1,685325641,685325641,13×1
289,817,121,17·17,19·43,11·11,1,371405749,371405749,13×1
289,817,253,17·17,19·43,11·23,1,776575657,776575657,13×1
289,889,121,17·17,7·127,11·11,1,404136733,404136733,13×1
289,889,253,17·17,7·127,11·23,1,845013169,845013169,13×1
289,961,121,17·17,31·31,11·11,1,436867717,436867717,13×1
289,961,253,17·17,31·31,11·23,1,913450681,913450681,13×1
289,973,121,17·17,7·139,11·11,1,442322881,442322881,13×1
289,973,253,17·17,7·139,11·23,1,924856933,924856933,13×1
289,1057,121,17·17,7·151,11·11,1,480509029,480509029,13×1
289,1141,121,17·17,7·163,11·11,1,518695177,518695177,13×1
25,49,35233,5·5,7·7,11·3203,1,561085525,561085525,13×1
289,301,781,17·17,7·43,11·71,1,883199317,883199317,13×1
289,301,649,17·17,7·43,11·59,1,733926193,733926193,13×1
289,301,529,17·17,7·43,23·23,1,598223353,598223353,13×1
25,49,35857,5·5,7·7,23·1559,1,571022725,571022725,13×1
289,133,781,17·17,7·19,11·71,1,390250861,390250861,13×1
289,133,913,17·17,7·19,11·83,1,456208753,456208753,13×1
289,133,1081,17·17,7·19,23·47,1,540155161,540155161,13×1
289,133,1177,17·17,7·19,11·107,1,588124537,588124537,13×1
289,133,1357,17·17,7·19,23·59,1,678067117,678067117,13×1
289,133,1441,17·17,7·19,11·131,1,720040321,720040321,13×1
289,133,1633,17·17,7·19,23·71,1,815979073,815979073,13×1
289,133,1837,17·17,7·19,11·167,1,917913997,917913997,13×1
289,133,1909,17·17,7·19,23·83,1,953891029,953891029,13×1
289,133,1969,17·17,7·19,11·179,1,983871889,983871889,13×1
25,49,35773,5·5,7·7,83·431,1,569685025,569685025,13×1
25,49,35761,5·5,7·7,11·3251,1,569493925,569493925,13×1
289,217,517,17·17,7·31,11·47,1,421494073,421494073,13×1
289,217,529,17·17,7·31,23·23,1,431277301,431277301,13×1
289,217,649,17·17,7·31,11·59,1,529109581,529109581,13×1
289,217,781,17·17,7·31,11·71,1,636725089,636725089,13×1
289,217,913,17·17,7·31,11·83,1,744340597,744340597,13×1
289,217,1081,17·17,7·31,23·47,1,881305789,881305789,13×1
289,217,1177,17·17,7·31,11·107,1,959571613,959571613,13×1
25,49,35713,5·5,7·7,71·503,1,568729525,568729525,13×1
25,49,35341,5·5,7·7,59·599,1,562805425,562805425,13×1
289,301,517,17·17,7·43,11·47,1,584653069,584653069,13×1
205,2569,121,5·41,7·367,11·11,1,828412585,828412585,13×1
205,589,253,5·41,19·31,11·23,1,397130305,397130305,13×1
205,2413,121,5·41,19·127,11·11,1,778108045,778108045,13×1
145,469,781,5·29,7·67,11·71,1,690454765,690454765,13×1
145,469,1081,5·29,7·67,23·47,1,955674265,955674265,13×1
25,49,50017,5·5,7·7,11·4547,1,796520725,796520725,13×1
25,49,49969,5·5,7·7,107·467,1,795756325,795756325,13×1
145,553,517,5·29,7·79,11·47,1,538923385,538923385,13×1
145,553,529,5·29,7·79,23·23,1,551432245,551432245,13×1
145,553,649,5·29,7·79,11·59,1,676520845,676520845,13×1
145,553,781,5·29,7·79,11·71,1,814118305,814118305,13×1
145,553,913,5·29,7·79,11·83,1,951715765,951715765,13×1
25,49,49753,5·5,7·7,11·4523,1,792316525,792316525,13×1
25,49,49717,5·5,7·7,83·599,1,791743225,791743225,13×1
145,589,517,5·29,19·31,11·47,1,574007005,574007005,13×1
145,589,529,5·29,19·31,23·23,1,587330185,587330185,13×1
145,589,649,5·29,19·31,11·59,1,720561985,720561985,13×1
145,589,781,5·29,19·31,11·71,1,867116965,867116965,13×1
25,49,49501,5·5,7·7,59·839,1,788303425,788303425,13×1
25,49,49093,5·5,7·7,11·4463,1,781806025,781806025,13×1
145,721,517,5·29,7·103,11·47,1,702646945,702646945,13×1
145,721,529,5·29,7·103,23·23,1,718955965,718955965,13×1
145,721,649,5·29,7·103,11·59,1,882046165,882046165,13×1
145,469,913,5·29,7·67,11·83,1,807151345,807151345,13×1
145,469,649,5·29,7·67,11·59,1,573758185,573758185,13×1
145,301,781,5·29,7·43,11·71,1,443127685,443127685,13×1
145,469,529,5·29,7·67,23·23,1,467670385,467670385,13×1
145,301,1081,5·29,7·43,23·47,1,613343185,613343185,13×1
145,301,1177,5·29,7·43,11·107,1,667812145,667812145,13×1
145,301,1357,5·29,7·43,23·59,1,769941445,769941445,13×1
145,301,1441,5·29,7·43,11·131,1,817601785,817601785,13×1
145,301,1633,5·29,7·43,23·71,1,926539705,926539705,13×1
25,49,50761,5·5,7·7,23·2207,1,808368925,808368925,13×1
25,49,50413,5·5,7·7,11·4583,1,802827025,802827025,13×1
145,361,517,5·29,19·19,11·47,1,351810745,351810745,13×1
145,361,529,5·29,19·19,23·23,1,359976565,359976565,13×1
145,361,649,5·29,19·19,11·59,1,441634765,441634765,13×1
145,361,781,5·29,19·19,11·71,1,531458785,531458785,13×1
145,361,913,5·29,19·19,11·83,1,621282805,621282805,13×1
145,361,1081,5·29,19·19,23·47,1,735604285,735604285,13×1
145,361,1177,5·29,19·19,11·107,1,800930845,800930845,13×1
145,361,1357,5·29,19·19,23·59,1,923418145,923418145,13×1
145,361,1441,5·29,19·19,11·131,1,980578885,980578885,13×1
25,49,50233,5·5,7·7,191·263,1,799960525,799960525,13×1
25,49,50173,5·5,7·7,131·383,1,799005025,799005025,13×1
145,469,517,5·29,7·67,11·47,1,457061605,457061605,13×1
25,49,48961,5·5,7·7,11·4451,1,779703925,779703925,13×1
145,817,253,5·29,19·43,11·23,1,389631385,389631385,13×1
145,817,517,5·29,19·43,11·47,1,796203265,796203265,13×1
145,817,529,5·29,19·43,23·23,1,814683805,814683805,13×1
145,1393,253,5·29,7·199,11·23,1,664328665,664328665,13×1
25,49,47941,5·5,7·7,191·251,1,763460425,763460425,13×1
145,1477,253,5·29,7·211,11·23,1,704388685,704388685,13×1
25,49,47893,5·5,7·7,47·1019,1,762696025,762696025,13×1
145,1501,253,5·29,19·79,11·23,1,715834405,715834405,13×1
145,1561,121,5·29,7·223,11·11,1,356040685,356040685,13×1
145,1561,253,5·29,7·223,11·23,1,744448705,744448705,13×1
145,1849,121,5·29,43·43,11·11,1,421729165,421729165,13×1
145,1849,253,5·29,43·43,11·23,1,881797345,881797345,13×1
145,1897,121,5·29,7·271,11·11,1,432677245,432677245,13×1
145,1897,253,5·29,7·271,11·23,1,904688785,904688785,13×1
145,1957,121,5·29,19·103,11·11,1,446362345,446362345,13×1
145,1957,253,5·29,19·103,11·23,1,933303085,933303085,13×1
145,1981,121,5·29,7·283,11·11,1,451836385,451836385,13×1
145,1981,253,5·29,7·283,11·23,1,944748805,944748805,13×1
145,2077,121,5·29,31·67,11·11,1,473732545,473732545,13×1
145,2077,253,5·29,31·67,11·23,1,990531685,990531685,13×1
145,2149,121,5·29,7·307,11·11,1,490154665,490154665,13×1
145,2317,121,5·29,7·331,11·11,1,528472945,528472945,13×1
25,49,48001,5·5,7·7,23·2087,1,764415925,764415925,13×1
145,1333,253,5·29,31·43,11·23,1,635714365,635714365,13×1
25,49,48277,5·5,7·7,23·2099,1,768811225,768811225,13×1
145,961,529,5·29,31·31,23·23,1,958275565,958275565,13×1
145,817,649,5·29,19·43,11·59,1,999489205,999489205,13×1
25,49,48793,5·5,7·7,59·827,1,777028525,777028525,13×1
145,889,253,5·29,7·127,11·23,1,423968545,423968545,13×1
145,889,517,5·29,7·127,11·47,1,866370505,866370505,13×1
145,889,529,5·29,7·127,23·23,1,886479685,886479685,13×1
25,49,48721,5·5,7·7,83·587,1,775881925,775881925,13×1
145,961,253,5·29,31·31,11·23,1,458305705,458305705,13×1
145,961,517,5·29,31·31,11·47,1,936537745,936537745,13×1
25,49,48553,5·5,7·7,23·2111,1,773206525,773206525,13×1
145,1273,253,5·29,19·67,11·23,1,607100065,607100065,13×1
145,973,253,5·29,7·139,11·23,1,464028565,464028565,13×1
145,973,517,5·29,7·139,11·47,1,948232285,948232285,13×1
145,973,529,5·29,7·139,23·23,1,970241545,970241545,13×1
25,49,48493,5·5,7·7,71·683,1,772251025,772251025,13×1
145,1057,253,5·29,7·151,11·23,1,504088585,504088585,13×1
25,49,48457,5·5,7·7,47·1031,1,771677725,771677725,13×1
145,1141,253,5·29,7·163,11·23,1,544148605,544148605,13×1
25,49,48301,5·5,7·7,11·4391,1,769193425,769193425,13×1
145,301,913,5·29,7·43,11·83,1,518022505,518022505,13×1
145,301,649,5·29,7·43,11·59,1,368232865,368232865,13×1
205,2317,121,5·41,7·331,11·11,1,747151405,747151405,13×1
145,49,9229,5·29,7·7,11·839,1,852436585,852436585,13×1
145,49,9493,5·29,7·7,11·863,1,876820945,876820945,13×1
145,49,9637,5·29,7·7,23·419,1,890121505,890121505,13×1
145,49,9757,5·29,7·7,11·887,1,901205305,901205305,13×1
145,49,9853,5·29,7·7,59·167,1,910072345,910072345,13×1
145,49,9913,5·29,7·7,23·431,1,915614245,915614245,13×1
145,49,10021,5·29,7·7,11·911,1,925589665,925589665,13×1
145,49,10189,5·29,7·7,23·443,1,941106985,941106985,13×1
145,49,10417,5·29,7·7,11·947,1,962166205,962166205,13×1
145,49,10561,5·29,7·7,59·179,1,975466765,975466765,13×1
145,49,10669,5·29,7·7,47·227,1,985442185,985442185,13×1
145,49,10681,5·29,7·7,11·971,1,986550565,986550565,13×1
145,49,10741,5·29,7·7,23·467,1,992092465,992092465,13×1
145,49,10813,5·29,7·7,11·983,1,998742745,998742745,13×1
25,49,53581,5·5,7·7,11·4871,1,853277425,853277425,13×1
25,49,52789,5·5,7·7,11·4799,1,840664825,840664825,13×1
25,49,52753,5·5,7·7,71·743,1,840091525,840091525,13×1
25,49,52657,5·5,7·7,11·4787,1,838562725,838562725,13×1
25,49,52537,5·5,7·7,107·491,1,836651725,836651725,13×1
25,49,52333,5·5,7·7,59·887,1,833403025,833403025,13×1
145,49,9301,5·29,7·7,71·131,1,859086865,859086865,13×1
145,49,9097,5·29,7·7,11·827,1,840244405,840244405,13×1
25,49,50917,5·5,7·7,59·863,1,810853225,810853225,13×1
145,49,8977,5·29,7·7,47·191,1,829160605,829160605,13×1
145,49,6193,5·29,7·7,11·563,1,572016445,572016445,13×1
145,49,6313,5·29,7·7,59·107,1,583100245,583100245,13×1
145,49,6457,5·29,7·7,11·587,1,596400805,596400805,13×1
145,49,6589,5·29,7·7,11·599,1,608592985,608592985,13×1
145,49,6889,5·29,7·7,83·83,1,636302485,636302485,13×1
145,49,7117,5·29,7·7,11·647,1,657361705,657361705,13×1
145,49,7153,5·29,7·7,23·311,1,660686845,660686845,13×1
145,49,7249,5·29,7·7,11·659,1,669553885,669553885,13×1
145,49,7513,5·29,7·7,11·683,1,693938245,693938245,13×1
145,49,7597,5·29,7·7,71·107,1,701696905,701696905,13×1
145,49,7729,5·29,7·7,59·131,1,713889085,713889085,13×1
145,49,7849,5·29,7·7,47·167,1,724972885,724972885,13×1
145,49,7909,5·29,7·7,11·719,1,730514785,730514785,13×1
145,49,7981,5·29,7·7,23·347,1,737165065,737165065,13×1
145,49,8173,5·29,7·7,11·743,1,754899145,754899145,13×1
145,49,8257,5·29,7·7,23·359,1,762657805,762657805,13×1
145,49,8413,5·29,7·7,47·179,1,777066745,777066745,13×1
145,49,8809,5·29,7·7,23·383,1,813643285,813643285,13×1
145,49,8881,5·29,7·7,83·107,1,820293565,820293565,13×1
25,49,52261,5·5,7·7,11·4751,1,832256425,832256425,13×1
25,49,52141,5·5,7·7,23·2267,1,830345425,830345425,13×1
25,49,51937,5·5,7·7,167·311,1,827096725,827096725,13×1
25,49,51841,5·5,7·7,47·1103,1,825567925,825567925,13×1
25,49,51601,5·5,7·7,11·4691,1,821745925,821745925,13×1
25,49,51589,5·5,7·7,23·2243,1,821554825,821554825,13×1
25,49,51529,5·5,7·7,227·227,1,820599325,820599325,13×1
